Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
27.85,42.55,0.294,0.123,0.038,0.026,0.705,0.287,0.084,0.057,0.188,0.089,0.032,0.023
27.85,42.65,0.312,0.13,0.038,0.025,0.753,0.302,0.085,0.056,0.194,0.084,0.027,0.019
27.85,42.75,0.341,0.137,0.039,0.026,0.82,0.32,0.088,0.058,0.206,0.086,0.027,0.018
27.85,42.85,0.342,0.145,0.041,0.027,0.825,0.336,0.093,0.061,0.205,0.087,0.027,0.018
27.95,35.75,0.867,0.51,0.231,0.173,2.066,1.168,0.508,0.383,0.578,0.314,0.127,0.093
27.95,35.85,1.133,0.638,0.257,0.186,2.71,1.474,0.569,0.408,0.734,0.374,0.137,0.098
27.95,35.95,0.998,0.578,0.246,0.181,2.42,1.338,0.553,0.403,0.657,0.349,0.135,0.097
27.95,36.05,0.861,0.502,0.227,0.17,2.062,1.159,0.502,0.379,0.576,0.313,0.127,0.093
27.95,36.15,0.804,0.464,0.214,0.162,1.893,1.065,0.469,0.356,0.526,0.289,0.121,0.089
27.95,36.25,0.764,0.436,0.202,0.153,1.78,0.989,0.44,0.334,0.491,0.271,0.115,0.086
27.95,36.35,0.748,0.42,0.189,0.146,1.738,0.948,0.419,0.317,0.474,0.259,0.111,0.083
27.95,36.45,0.742,0.412,0.183,0.141,1.728,0.932,0.409,0.31,0.467,0.252,0.108,0.081
27.95,36.55,0.76,0.418,0.183,0.142,1.788,0.955,0.413,0.312,0.473,0.253,0.108,0.081
27.95,36.65,0.808,0.443,0.191,0.147,1.925,1.027,0.429,0.322,0.491,0.259,0.109,0.082
27.95,36.75,0.82,0.451,0.194,0.147,1.979,1.058,0.436,0.327,0.502,0.264,0.109,0.082
27.95,36.85,0.84,0.461,0.195,0.148,2.052,1.094,0.442,0.329,0.52,0.27,0.11,0.082
27.95,36.95,0.888,0.486,0.197,0.146,2.207,1.157,0.445,0.326,0.538,0.279,0.109,0.081
27.95,37.05,0.875,0.465,0.183,0.136,2.152,1.105,0.421,0.309,0.569,0.277,0.105,0.078
27.95,37.15,0.747,0.421,0.176,0.129,1.804,0.992,0.407,0.297,0.424,0.23,0.099,0.075
27.95,37.25,0.693,0.389,0.161,0.118,1.665,0.908,0.371,0.271,0.389,0.213,0.092,0.07
27.95,37.35,0.628,0.349,0.149,0.109,1.508,0.82,0.337,0.248,0.355,0.198,0.087,0.067
27.95,37.45,0.589,0.324,0.14,0.106,1.409,0.766,0.32,0.238,0.345,0.192,0.086,0.065
27.95,37.55,0.6,0.328,0.143,0.108,1.462,0.785,0.328,0.246,0.369,0.201,0.088,0.067
27.95,37.65,0.693,0.38,0.16,0.119,1.731,0.922,0.377,0.282,0.433,0.228,0.096,0.073
27.95,37.75,0.907,0.501,0.197,0.141,2.329,1.235,0.458,0.325,0.56,0.291,0.109,0.079
27.95,37.85,1.076,0.582,0.209,0.147,2.697,1.415,0.487,0.338,0.731,0.354,0.115,0.081
27.95,37.95,0.761,0.42,0.173,0.126,1.923,1.036,0.412,0.299,0.481,0.254,0.103,0.076
27.95,38.05,0.596,0.324,0.141,0.106,1.495,0.795,0.329,0.246,0.388,0.208,0.089,0.068
27.95,38.15,0.526,0.287,0.124,0.094,1.301,0.693,0.295,0.221,0.347,0.19,0.084,0.064
27.95,38.25,0.522,0.286,0.122,0.093,1.294,0.691,0.292,0.218,0.348,0.19,0.083,0.063
27.95,38.35,0.59,0.32,0.134,0.101,1.482,0.788,0.317,0.233,0.392,0.208,0.088,0.066
27.95,38.45,0.73,0.402,0.157,0.112,1.854,0.985,0.371,0.264,0.471,0.246,0.097,0.071
27.95,38.55,0.874,0.467,0.168,0.118,2.218,1.147,0.403,0.282,0.557,0.28,0.101,0.073
27.95,38.65,0.798,0.427,0.163,0.116,2.015,1.052,0.39,0.278,0.508,0.255,0.097,0.072
27.95,38.75,0.758,0.402,0.156,0.113,1.887,0.975,0.369,0.268,0.479,0.238,0.093,0.069
27.95,38.85,0.704,0.378,0.152,0.111,1.752,0.916,0.359,0.263,0.441,0.223,0.09,0.068
27.95,38.95,0.725,0.394,0.156,0.113,1.794,0.946,0.369,0.268,0.447,0.228,0.091,0.068
27.95,39.05,0.882,0.463,0.169,0.12,2.169,1.108,0.401,0.287,0.55,0.262,0.096,0.07
27.95,39.15,0.971,0.52,0.185,0.129,2.379,1.229,0.429,0.302,0.601,0.29,0.1,0.073
27.95,39.25,1.011,0.54,0.19,0.132,2.472,1.272,0.439,0.307,0.641,0.302,0.102,0.074
27.95,39.35,0.847,0.462,0.178,0.127,2.091,1.107,0.416,0.297,0.518,0.257,0.098,0.072
27.95,39.45,0.734,0.401,0.161,0.116,1.784,0.948,0.377,0.274,0.436,0.224,0.092,0.069
27.95,39.55,0.658,0.354,0.145,0.105,1.618,0.848,0.333,0.24,0.408,0.211,0.088,0.066
27.95,39.65,0.7,0.368,0.139,0.099,1.712,0.872,0.321,0.229,0.431,0.217,0.088,0.065
27.95,39.75,0.706,0.361,0.134,0.096,1.718,0.856,0.312,0.222,0.435,0.216,0.087,0.064
27.95,39.85,0.611,0.327,0.131,0.094,1.501,0.783,0.305,0.219,0.384,0.204,0.087,0.064
27.95,39.95,0.632,0.337,0.133,0.095,1.547,0.807,0.31,0.22,0.393,0.209,0.088,0.065
27.95,40.05,0.736,0.393,0.147,0.102,1.796,0.929,0.337,0.233,0.452,0.233,0.093,0.067
27.95,40.15,0.741,0.401,0.15,0.105,1.821,0.95,0.345,0.239,0.462,0.241,0.096,0.068
27.95,40.25,0.664,0.363,0.147,0.104,1.635,0.868,0.337,0.237,0.427,0.229,0.095,0.069
27.95,40.35,0.713,0.378,0.147,0.105,1.738,0.894,0.338,0.239,0.455,0.239,0.097,0.07
27.95,40.45,0.721,0.38,0.151,0.108,1.754,0.9,0.347,0.247,0.469,0.246,0.101,0.072
27.95,40.55,0.682,0.371,0.158,0.113,1.671,0.894,0.369,0.263,0.478,0.255,0.106,0.075
27.95,40.65,0.732,0.423,0.181,0.126,1.828,1.035,0.427,0.296,0.535,0.293,0.117,0.079
27.95,40.75,0.987,0.591,0.232,0.15,2.517,1.454,0.552,0.344,0.692,0.388,0.139,0.085
27.95,40.85,1.011,0.591,0.251,0.153,2.554,1.454,0.588,0.351,0.708,0.388,0.148,0.085
27.95,40.95,0.802,0.465,0.195,0.128,2.017,1.143,0.449,0.298,0.571,0.313,0.119,0.077
27.95,41.05,0.619,0.343,0.144,0.096,1.549,0.839,0.331,0.221,0.447,0.243,0.098,0.064
27.95,41.15,0.635,0.32,0.117,0.076,1.572,0.774,0.276,0.175,0.412,0.217,0.085,0.057
27.95,41.25,0.618,0.298,0.103,0.065,1.532,0.714,0.234,0.149,0.392,0.199,0.077,0.052
27.95,41.35,0.554,0.261,0.088,0.057,1.357,0.623,0.206,0.131,0.353,0.179,0.07,0.047
27.95,41.45,0.484,0.226,0.078,0.053,1.182,0.536,0.178,0.118,0.317,0.163,0.064,0.044
27.95,41.55,0.427,0.199,0.07,0.049,1.04,0.468,0.16,0.11,0.288,0.15,0.06,0.042
27.95,41.65,0.402,0.184,0.064,0.045,0.973,0.432,0.148,0.104,0.267,0.139,0.056,0.04
27.95,41.75,0.378,0.172,0.059,0.042,0.916,0.404,0.134,0.095,0.252,0.131,0.053,0.038
27.95,41.85,0.36,0.16,0.054,0.039,0.872,0.375,0.121,0.086,0.239,0.123,0.05,0.036
27.95,41.95,0.33,0.146,0.049,0.036,0.799,0.34,0.11,0.079,0.224,0.115,0.046,0.033
27.95,42.05,0.301,0.133,0.045,0.032,0.724,0.309,0.101,0.073,0.208,0.108,0.043,0.031
27.95,42.15,0.281,0.123,0.041,0.03,0.672,0.287,0.093,0.066,0.195,0.102,0.041,0.029
27.95,42.25,0.27,0.117,0.039,0.028,0.647,0.272,0.087,0.062,0.187,0.096,0.038,0.028
27.95,42.35,0.276,0.116,0.038,0.027,0.659,0.27,0.084,0.059,0.186,0.093,0.037,0.026
27.95,42.45,0.283,0.118,0.037,0.026,0.676,0.274,0.082,0.058,0.185,0.09,0.034,0.024
27.95,42.55,0.291,0.121,0.037,0.025,0.697,0.282,0.082,0.056,0.185,0.087,0.031,0.022
27.95,42.65,0.306,0.126,0.037,0.024,0.735,0.295,0.083,0.055,0.189,0.083,0.027,0.018
27.95,42.75,0.325,0.133,0.038,0.025,0.783,0.31,0.086,0.057,0.197,0.084,0.026,0.018
27.95,42.85,0.332,0.142,0.04,0.027,0.801,0.328,0.091,0.059,0.199,0.085,0.026,0.017
28.05,35.75,0.814,0.483,0.225,0.169,1.915,1.107,0.492,0.373,0.544,0.302,0.125,0.092
28.05,35.85,0.996,0.578,0.247,0.182,2.414,1.338,0.555,0.404,0.67,0.352,0.135,0.097
28.05,35.95,1.228,0.699,0.276,0.195,2.992,1.63,0.607,0.425,0.804,0.412,0.146,0.102
28.05,36.05,1.008,0.59,0.254,0.186,2.469,1.383,0.572,0.414,0.667,0.359,0.139,0.1
28.05,36.15,0.885,0.52,0.234,0.175,2.142,1.208,0.526,0.396,0.582,0.317,0.129,0.095
28.05,36.25,0.789,0.454,0.211,0.16,1.861,1.047,0.465,0.353,0.517,0.286,0.12,0.089
28.05,36.35,0.752,0.426,0.196,0.151,1.757,0.97,0.433,0.329,0.485,0.266,0.114,0.085
28.05,36.45,0.743,0.415,0.186,0.145,1.733,0.942,0.416,0.315,0.472,0.256,0.11,0.082
28.05,36.55,0.748,0.414,0.183,0.142,1.761,0.946,0.412,0.312,0.472,0.254,0.108,0.081
28.05,36.65,0.784,0.431,0.187,0.145,1.87,0.998,0.422,0.318,0.488,0.259,0.109,0.082
28.05,36.75,0.831,0.454,0.192,0.147,2.009,1.064,0.434,0.324,0.511,0.267,0.11,0.082
28.05,36.85,0.818,0.454,0.194,0.147,2.003,1.079,0.44,0.328,0.504,0.266,0.11,0.082
28.05,36.95,0.912,0.497,0.199,0.147,2.271,1.183,0.449,0.328,0.558,0.287,0.111,0.081
28.05,37.05,0.846,0.464,0.189,0.141,2.097,1.109,0.432,0.317,0.528,0.272,0.106,0.079
28.05,37.15,0.753,0.423,0.179,0.132,1.82,0.999,0.412,0.302,0.43,0.232,0.099,0.075
28.05,37.25,0.678,0.38,0.16,0.117,1.633,0.89,0.367,0.27,0.386,0.211,0.092,0.07
28.05,37.35,0.629,0.346,0.147,0.109,1.511,0.813,0.333,0.246,0.362,0.199,0.087,0.066
28.05,37.45,0.584,0.321,0.138,0.105,1.396,0.755,0.316,0.236,0.346,0.192,0.085,0.065
28.05,37.55,0.595,0.325,0.141,0.107,1.451,0.778,0.324,0.243,0.368,0.201,0.087,0.067
28.05,37.65,0.702,0.381,0.159,0.118,1.748,0.921,0.373,0.279,0.441,0.229,0.095,0.072
28.05,37.75,0.889,0.492,0.195,0.14,2.292,1.218,0.454,0.323,0.548,0.286,0.109,0.079
28.05,37.85,1.097,0.595,0.21,0.147,2.767,1.453,0.491,0.338,0.738,0.362,0.116,0.081
28.05,37.95,0.782,0.433,0.176,0.128,1.994,1.073,0.417,0.301,0.498,0.263,0.104,0.076
28.05,38.05,0.593,0.324,0.141,0.106,1.492,0.795,0.329,0.246,0.389,0.209,0.089,0.068
28.05,38.15,0.516,0.284,0.123,0.093,1.277,0.684,0.293,0.22,0.343,0.189,0.083,0.063
28.05,38.25,0.508,0.28,0.12,0.091,1.259,0.676,0.288,0.215,0.341,0.188,0.083,0.063
28.05,38.35,0.584,0.318,0.132,0.099,1.469,0.783,0.313,0.23,0.39,0.208,0.087,0.066
28.05,38.45,0.813,0.435,0.158,0.111,2.05,1.067,0.375,0.262,0.526,0.267,0.098,0.071
28.05,38.55,0.868,0.467,0.167,0.116,2.208,1.145,0.399,0.277,0.534,0.274,0.101,0.073
28.05,38.65,0.77,0.408,0.157,0.113,1.927,0.998,0.374,0.268,0.502,0.246,0.095,0.07
28.05,38.75,0.718,0.379,0.149,0.109,1.784,0.918,0.352,0.256,0.453,0.225,0.09,0.067
28.05,38.85,0.663,0.35,0.144,0.106,1.636,0.849,0.336,0.247,0.411,0.21,0.087,0.065
28.05,38.95,0.612,0.34,0.146,0.107,1.529,0.827,0.339,0.25,0.385,0.206,0.087,0.065
28.05,39.05,0.708,0.396,0.16,0.116,1.752,0.946,0.377,0.275,0.435,0.227,0.092,0.068
28.05,39.15,0.826,0.461,0.18,0.127,2.051,1.111,0.421,0.299,0.501,0.258,0.098,0.072
28.05,39.25,0.973,0.532,0.192,0.133,2.405,1.261,0.443,0.309,0.613,0.297,0.102,0.074
28.05,39.35,0.847,0.466,0.18,0.128,2.098,1.118,0.42,0.299,0.519,0.26,0.098,0.072
28.05,39.45,0.73,0.401,0.162,0.117,1.779,0.949,0.378,0.275,0.433,0.224,0.092,0.069
28.05,39.55,0.653,0.352,0.144,0.105,1.603,0.841,0.332,0.24,0.402,0.208,0.087,0.065
28.05,39.65,0.692,0.361,0.137,0.098,1.687,0.855,0.317,0.227,0.423,0.213,0.087,0.064
28.05,39.75,0.652,0.344,0.132,0.095,1.599,0.819,0.308,0.221,0.401,0.208,0.086,0.064
28.05,39.85,0.601,0.321,0.129,0.094,1.473,0.767,0.302,0.218,0.376,0.201,0.086,0.064
28.05,39.95,0.601,0.326,0.133,0.096,1.479,0.784,0.309,0.221,0.381,0.206,0.088,0.065
28.05,40.05,0.734,0.395,0.149,0.104,1.797,0.935,0.341,0.236,0.446,0.232,0.093,0.067
28.05,40.15,0.754,0.402,0.15,0.105,1.849,0.953,0.344,0.239,0.466,0.241,0.096,0.068
28.05,40.25,0.657,0.357,0.146,0.104,1.614,0.853,0.333,0.236,0.42,0.225,0.094,0.068
28.05,40.35,0.7,0.372,0.146,0.105,1.708,0.881,0.335,0.238,0.449,0.236,0.097,0.069
28.05,40.45,0.733,0.382,0.15,0.107,1.779,0.904,0.345,0.245,0.477,0.247,0.101,0.072
28.05,40.55,0.678,0.37,0.156,0.111,1.664,0.891,0.365,0.258,0.478,0.255,0.106,0.075
28.05,40.65,0.75,0.431,0.181,0.124,1.873,1.056,0.426,0.292,0.548,0.298,0.117,0.079
28.05,40.75,1.094,0.623,0.232,0.149,2.74,1.528,0.55,0.341,0.752,0.406,0.14,0.085
28.05,40.85,1.075,0.63,0.239,0.151,2.722,1.554,0.566,0.346,0.762,0.416,0.143,0.085
28.05,40.95,0.777,0.451,0.191,0.127,1.944,1.11,0.442,0.296,0.566,0.309,0.118,0.077
28.05,41.05,0.605,0.338,0.143,0.096,1.513,0.825,0.328,0.22,0.442,0.242,0.098,0.064
28.05,41.15,0.616,0.312,0.116,0.076,1.523,0.753,0.272,0.174,0.402,0.214,0.084,0.057
28.05,41.25,0.605,0.292,0.101,0.064,1.494,0.697,0.232,0.149,0.383,0.196,0.077,0.052
28.05,41.35,0.541,0.256,0.087,0.057,1.325,0.61,0.204,0.13,0.346,0.177,0.07,0.047
28.05,41.45,0.471,0.222,0.077,0.052,1.153,0.527,0.176,0.117,0.31,0.161,0.064,0.044
28.05,41.55,0.418,0.196,0.069,0.048,1.016,0.462,0.158,0.108,0.283,0.148,0.059,0.041
28.05,41.65,0.4,0.184,0.063,0.044,0.968,0.432,0.146,0.102,0.267,0.139,0.056,0.039
28.05,41.75,0.387,0.173,0.058,0.041,0.937,0.406,0.131,0.092,0.256,0.132,0.053,0.038
28.05,41.85,0.376,0.16,0.053,0.038,0.91,0.375,0.118,0.084,0.248,0.124,0.049,0.035
28.05,41.95,0.35,0.146,0.048,0.035,0.843,0.339,0.108,0.077,0.234,0.117,0.046,0.033
28.05,42.05,0.301,0.13,0.044,0.032,0.722,0.302,0.098,0.071,0.211,0.108,0.043,0.031
28.05,42.15,0.272,0.12,0.041,0.029,0.649,0.278,0.091,0.065,0.194,0.102,0.04,0.029
28.05,42.25,0.261,0.114,0.039,0.028,0.625,0.265,0.085,0.061,0.185,0.095,0.038,0.027
28.05,42.35,0.273,0.115,0.037,0.027,0.651,0.266,0.082,0.058,0.184,0.092,0.036,0.026
28.05,42.45,0.281,0.116,0.036,0.026,0.669,0.27,0.081,0.057,0.183,0.089,0.034,0.024
28.05,42.55,0.287,0.119,0.036,0.025,0.686,0.276,0.08,0.055,0.182,0.086,0.031,0.022
28.05,42.65,0.296,0.123,0.036,0.024,0.71,0.286,0.081,0.054,0.184,0.081,0.026,0.018
28.05,42.75,0.308,0.128,0.037,0.024,0.74,0.298,0.084,0.055,0.189,0.081,0.026,0.017
28.05,42.85,0.321,0.137,0.039,0.026,0.772,0.317,0.089,0.058,0.193,0.082,0.025,0.017
28.15,35.75,0.785,0.465,0.219,0.166,1.828,1.058,0.477,0.363,0.522,0.293,0.122,0.09
28.15,35.85,0.864,0.514,0.234,0.175,2.084,1.189,0.521,0.393,0.586,0.321,0.13,0.095
28.15,35.95,1.17,0.679,0.278,0.196,2.868,1.599,0.612,0.428,0.774,0.405,0.147,0.103
28.15,36.05,1.168,0.68,0.29,0.204,2.862,1.602,0.641,0.442,0.772,0.403,0.152,0.105
28.15,36.15,1.067,0.629,0.27,0.195,2.606,1.493,0.604,0.429,0.681,0.37,0.144,0.103
28.15,36.25,0.863,0.507,0.231,0.173,2.098,1.191,0.524,0.394,0.569,0.312,0.129,0.095
28.15,36.35,0.783,0.449,0.209,0.158,1.852,1.039,0.462,0.351,0.511,0.282,0.119,0.088
28.15,36.45,0.753,0.423,0.192,0.148,1.764,0.967,0.429,0.325,0.484,0.264,0.113,0.084
28.15,36.55,0.742,0.413,0.184,0.143,1.746,0.945,0.415,0.315,0.473,0.256,0.11,0.082
28.15,36.65,0.777,0.425,0.184,0.143,1.843,0.98,0.417,0.315,0.488,0.259,0.109,0.082
28.15,36.75,0.824,0.448,0.189,0.145,1.984,1.047,0.428,0.321,0.51,0.266,0.109,0.082
28.15,36.85,0.802,0.444,0.191,0.146,1.955,1.052,0.434,0.323,0.496,0.262,0.109,0.081
28.15,36.95,0.9,0.492,0.198,0.147,2.253,1.178,0.448,0.327,0.556,0.286,0.111,0.081
28.15,37.05,0.892,0.486,0.194,0.143,2.218,1.159,0.44,0.32,0.574,0.287,0.108,0.079
28.15,37.15,0.75,0.419,0.177,0.132,1.818,0.99,0.409,0.301,0.438,0.234,0.099,0.075
28.15,37.25,0.678,0.375,0.157,0.116,1.632,0.879,0.359,0.267,0.394,0.212,0.091,0.07
28.15,37.35,0.632,0.343,0.145,0.108,1.515,0.804,0.328,0.243,0.365,0.199,0.086,0.066
28.15,37.45,0.582,0.318,0.137,0.104,1.392,0.749,0.313,0.234,0.347,0.192,0.085,0.065
28.15,37.55,0.591,0.321,0.139,0.106,1.438,0.768,0.321,0.241,0.368,0.2,0.087,0.066
28.15,37.65,0.684,0.375,0.158,0.117,1.709,0.908,0.37,0.276,0.426,0.225,0.095,0.072
28.15,37.75,0.872,0.485,0.194,0.14,2.26,1.205,0.453,0.322,0.539,0.283,0.108,0.078
28.15,37.85,1.128,0.615,0.214,0.148,2.879,1.515,0.501,0.341,0.742,0.37,0.117,0.082
28.15,37.95,0.819,0.453,0.18,0.13,2.108,1.124,0.426,0.305,0.527,0.276,0.105,0.077
28.15,38.05,0.595,0.326,0.142,0.107,1.502,0.802,0.332,0.247,0.392,0.211,0.09,0.068
28.15,38.15,0.517,0.285,0.123,0.094,1.28,0.688,0.294,0.221,0.344,0.19,0.084,0.064
28.15,38.25,0.521,0.284,0.121,0.091,1.29,0.686,0.289,0.215,0.349,0.191,0.083,0.063
28.15,38.35,0.595,0.324,0.133,0.099,1.506,0.799,0.315,0.229,0.402,0.212,0.088,0.066
28.15,38.45,0.816,0.435,0.158,0.111,2.066,1.07,0.373,0.26,0.542,0.269,0.097,0.07
28.15,38.55,0.807,0.435,0.162,0.114,2.052,1.074,0.385,0.269,0.509,0.261,0.098,0.071
28.15,38.65,0.71,0.382,0.151,0.109,1.787,0.932,0.356,0.257,0.458,0.231,0.091,0.068
28.15,38.75,0.653,0.345,0.14,0.105,1.625,0.84,0.33,0.242,0.41,0.208,0.086,0.065
28.15,38.85,0.571,0.311,0.133,0.101,1.417,0.759,0.315,0.234,0.358,0.192,0.083,0.063
28.15,38.95,0.576,0.322,0.141,0.105,1.419,0.783,0.328,0.244,0.353,0.193,0.084,0.064
28.15,39.05,0.663,0.372,0.157,0.115,1.632,0.89,0.367,0.271,0.4,0.212,0.089,0.067
28.15,39.15,0.78,0.435,0.175,0.125,1.921,1.045,0.41,0.295,0.469,0.243,0.095,0.071
28.15,39.25,0.942,0.506,0.185,0.13,2.314,1.201,0.43,0.303,0.585,0.283,0.1,0.073
28.15,39.35,0.765,0.427,0.173,0.125,1.881,1.022,0.407,0.294,0.46,0.239,0.095,0.071
28.15,39.45,0.706,0.39,0.16,0.116,1.727,0.923,0.372,0.272,0.419,0.217,0.091,0.068
28.15,39.55,0.658,0.354,0.144,0.105,1.613,0.843,0.331,0.24,0.401,0.207,0.087,0.065
28.15,39.65,0.7,0.355,0.135,0.097,1.694,0.841,0.313,0.225,0.428,0.21,0.086,0.064
28.15,39.75,0.62,0.329,0.13,0.094,1.522,0.785,0.303,0.218,0.381,0.201,0.085,0.063
28.15,39.85,0.6,0.318,0.128,0.094,1.466,0.76,0.3,0.217,0.374,0.199,0.086,0.064
28.15,39.95,0.603,0.329,0.135,0.097,1.489,0.792,0.313,0.224,0.381,0.207,0.088,0.065
28.15,40.05,0.732,0.397,0.149,0.104,1.8,0.94,0.342,0.237,0.451,0.235,0.094,0.067
28.15,40.15,0.724,0.391,0.15,0.105,1.782,0.93,0.344,0.239,0.449,0.236,0.095,0.068
28.15,40.25,0.655,0.355,0.145,0.104,1.606,0.847,0.332,0.236,0.418,0.224,0.094,0.068
28.15,40.35,0.688,0.365,0.145,0.104,1.677,0.866,0.333,0.236,0.44,0.232,0.096,0.069
28.15,40.45,0.695,0.368,0.147,0.105,1.695,0.874,0.337,0.239,0.455,0.241,0.1,0.071
28.15,40.55,0.671,0.366,0.154,0.11,1.645,0.881,0.359,0.254,0.473,0.253,0.105,0.074
28.15,40.65,0.754,0.434,0.18,0.124,1.885,1.061,0.424,0.291,0.549,0.298,0.116,0.078
28.15,40.75,1.179,0.67,0.238,0.149,2.968,1.628,0.561,0.342,0.79,0.423,0.142,0.085
28.15,40.85,1.173,0.664,0.252,0.152,2.951,1.616,0.588,0.349,0.786,0.421,0.148,0.085
28.15,40.95,0.801,0.467,0.194,0.128,2.011,1.145,0.448,0.297,0.581,0.317,0.119,0.077
28.15,41.05,0.598,0.337,0.143,0.096,1.496,0.823,0.327,0.22,0.439,0.242,0.098,0.064
28.15,41.15,0.598,0.305,0.115,0.076,1.474,0.735,0.269,0.173,0.393,0.211,0.084,0.056
28.15,41.25,0.586,0.283,0.1,0.064,1.441,0.675,0.229,0.148,0.372,0.193,0.076,0.052
28.15,41.35,0.521,0.248,0.086,0.056,1.275,0.592,0.201,0.128,0.335,0.174,0.069,0.047
28.15,41.45,0.454,0.217,0.076,0.051,1.111,0.515,0.173,0.115,0.301,0.159,0.063,0.043
28.15,41.55,0.406,0.194,0.068,0.046,0.986,0.456,0.155,0.106,0.277,0.147,0.059,0.041
28.15,41.65,0.393,0.181,0.062,0.043,0.954,0.426,0.141,0.098,0.267,0.139,0.055,0.039
28.15,41.75,0.419,0.176,0.056,0.04,1.019,0.414,0.127,0.089,0.27,0.133,0.052,0.037
28.15,41.85,0.436,0.164,0.051,0.037,1.053,0.383,0.115,0.082,0.274,0.127,0.049,0.034
28.15,41.95,0.404,0.148,0.046,0.034,0.959,0.343,0.105,0.075,0.257,0.119,0.045,0.032
28.15,42.05,0.319,0.13,0.043,0.031,0.763,0.302,0.096,0.069,0.219,0.109,0.043,0.03
28.15,42.15,0.265,0.117,0.04,0.029,0.633,0.271,0.089,0.064,0.193,0.101,0.04,0.029
28.15,42.25,0.25,0.111,0.038,0.028,0.6,0.257,0.084,0.06,0.183,0.095,0.038,0.027
28.15,42.35,0.269,0.113,0.037,0.026,0.641,0.261,0.081,0.057,0.182,0.091,0.036,0.025
28.15,42.45,0.277,0.114,0.036,0.025,0.66,0.265,0.079,0.056,0.181,0.088,0.033,0.024
28.15,42.55,0.282,0.116,0.035,0.024,0.672,0.27,0.078,0.054,0.179,0.084,0.031,0.022
28.15,42.65,0.287,0.119,0.035,0.023,0.687,0.277,0.079,0.053,0.18,0.081,0.027,0.019
28.15,42.75,0.296,0.123,0.036,0.024,0.71,0.288,0.081,0.054,0.182,0.079,0.025,0.017
28.15,42.85,0.31,0.131,0.038,0.025,0.743,0.305,0.086,0.056,0.186,0.08,0.025,0.016
28.25,35.75,0.773,0.455,0.214,0.162,1.789,1.028,0.464,0.354,0.511,0.287,0.12,0.089
28.25,35.85,0.806,0.479,0.224,0.169,1.904,1.105,0.495,0.377,0.542,0.302,0.126,0.093
28.25,35.95,1.039,0.609,0.261,0.19,2.508,1.425,0.585,0.419,0.684,0.365,0.141,0.101
28.25,36.05,1.146,0.672,0.293,0.205,2.805,1.581,0.651,0.446,0.749,0.398,0.154,0.106
28.25,36.15,1.149,0.676,0.295,0.206,2.826,1.597,0.66,0.451,0.744,0.398,0.155,0.107
28.25,36.25,1.042,0.616,0.266,0.192,2.552,1.467,0.601,0.427,0.666,0.364,0.143,0.102
28.25,36.35,0.857,0.503,0.229,0.171,2.089,1.186,0.519,0.389,0.567,0.311,0.128,0.094
28.25,36.45,0.77,0.44,0.205,0.155,1.831,1.024,0.454,0.343,0.51,0.28,0.118,0.088
28.25,36.55,0.753,0.422,0.191,0.147,1.78,0.974,0.429,0.324,0.487,0.265,0.113,0.084
28.25,36.65,0.765,0.423,0.186,0.145,1.819,0.978,0.422,0.319,0.485,0.26,0.11,0.083
28.25,36.75,0.796,0.435,0.187,0.144,1.91,1.015,0.423,0.318,0.496,0.261,0.109,0.082
28.25,36.85,0.789,0.434,0.186,0.142,1.911,1.023,0.424,0.317,0.491,0.258,0.108,0.081
28.25,36.95,0.86,0.469,0.191,0.142,2.142,1.122,0.433,0.317,0.529,0.274,0.109,0.08
28.25,37.05,0.898,0.479,0.186,0.137,2.214,1.136,0.423,0.309,0.586,0.284,0.106,0.078
28.25,37.15,0.708,0.394,0.167,0.125,1.73,0.929,0.386,0.289,0.435,0.231,0.097,0.074
28.25,37.25,0.684,0.371,0.154,0.114,1.644,0.866,0.349,0.259,0.405,0.214,0.091,0.069
28.25,37.35,0.614,0.336,0.143,0.107,1.472,0.788,0.322,0.239,0.358,0.197,0.086,0.065
28.25,37.45,0.578,0.315,0.135,0.103,1.379,0.738,0.309,0.232,0.347,0.191,0.084,0.064
28.25,37.55,0.592,0.32,0.138,0.105,1.44,0.763,0.318,0.239,0.37,0.199,0.086,0.066
28.25,37.65,0.686,0.372,0.156,0.116,1.707,0.898,0.364,0.272,0.426,0.223,0.093,0.071
28.25,37.75,0.811,0.45,0.185,0.135,2.085,1.12,0.436,0.314,0.506,0.265,0.105,0.077
28.25,37.85,1.063,0.577,0.207,0.146,2.702,1.406,0.481,0.334,0.668,0.336,0.114,0.081
28.25,37.95,0.867,0.474,0.183,0.131,2.221,1.169,0.432,0.308,0.564,0.289,0.106,0.077
28.25,38.05,0.613,0.338,0.147,0.109,1.557,0.833,0.343,0.255,0.406,0.218,0.092,0.069
28.25,38.15,0.536,0.294,0.127,0.097,1.329,0.714,0.302,0.226,0.355,0.195,0.085,0.064
28.25,38.25,0.551,0.294,0.124,0.093,1.364,0.716,0.295,0.219,0.37,0.198,0.084,0.064
28.25,38.35,0.633,0.344,0.138,0.1,1.614,0.849,0.324,0.233,0.43,0.223,0.089,0.066
